PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST
2,33,6.3,5,11.3,18.2,2,3.9
2,369,6.8,0,3.2,16.3,2,5.9
1,444,14.6,10,9.5,8.5,2,3.1
4,615,16.2,8,8.1,19.3,2,3.2
3,500,12.3,0,0.8,3.3,2,0.5
3,687,12.7,0,0.7,22.5,3,5.1
3,455,6.7,2,3.0,11.8,2,5.8
2,124,11.3,3,3.0,2.4,2,2.1
1,298,7.6,14,15.9,19.0,2,6.2
3,282,11.6,0,1.0,7.2,2,2.2
4,675,18.4,1,1.3,2.9,2,5.5
4,481,14.7,0,0.9,19.7,2,4.7
3,462,11.1,0,-0.3,17.7,2,2.0
2,336,7.5,6,6.0,9.7,2,1.7
4,660,1.1,9,10.0,10.3,2,3.0
1,454,24.0,0,1.2,8.8,2,5.8
3,121,24.0,0,0.1,1.9,2,2.1
1,584,13.6,3,3.2,17.7,2,2.6
2,175,9.8,0,0.6,5.7,2,1.6
2,478,21.0,0,1.1,3.4,2,8.9
3,546,20.9,0,0.9,8.2,2,2.3
3,565,7.0,0,0.9,18.3,2,6.7
2,328,18.4,0,2.5,17.8,2,5.6
2,236,2.3,1,3.3,8.7,2,2.9
4,283,17.1,1,1.7,5.9,2,2.8
3,514,15.2,5,4.5,8.0,2,2.7
3,85,9.0,0,0.7,4.4,2,3.0
4,254,10.3,3,3.3,25.2,3,3.6
3,571,7.6,0,3.5,4.5,2,1.6
1,560,6.7,2,4.7,2.4,2,2.7
2,604,17.7,0,0.0,4.8,2,2.4
2,89,6.9,5,5.9,20.6,2,2.7
2,304,14.8,1,3.0,12.2,2,2.6
1,151,6.5,2,3.0,8.9,2,3.7
3,231,9.0,3,3.3,8.2,2,2.7
3,540,22.1,0,0.9,4.0,2,6.5
4,366,11.7,0,0.6,2.8,2,4.1
4,616,10.6,0,0.7,24.5,3,6.8
4,497,3.9,0,1.1,22.3,3,3.9
4,273,9.0,1,3.9,8.9,2,4.7
2,570,4.0,1,2.5,5.2,2,1.8
1,137,24.0,0,1.0,0.5,2,1.9
1,629,13.3,0,0.8,5.2,2,1.5
1,134,12.5,3,5.8,20.0,2,4.9
2,297,19.5,0,1.1,2.1,2,4.6
1,27,20.0,2,2.8,3.6,2,2.5
4,494,12.4,2,3.4,6.9,2,2.0
4,259,7.9,0,0.8,22.3,3,5.9
2,218,13.9,0,2.0,22.6,3,5.3
1,657,14.7,0,0.8,25.0,3,6.6
4,68,15.6,7,8.2,20.3,2,5.7
3,687,13.1,0,0.8,24.5,3,10.1
1,166,19.3,0,1.1,2.9,2,2.4
2,12,4.2,0,0.9,23.6,3,8.0
4,266,19.4,0,0.8,26.6,3,3.4
4,269,0.1,0,0.0,6.0,2,2.9
1,318,8.6,0,2.1,11.2,2,3.9
2,486,8.9,5,6.3,18.1,2,2.1
2,397,1.2,3,2.4,23.8,3,3.6
2,137,12.5,0,0.8,6.5,2,2.2
3,220,12.0,0,1.2,16.2,2,3.4
4,354,13.1,2,2.0,20.1,2,3.9
2,64,12.0,1,5.3,5.0,2,2.8
2,536,1.8,10,8.4,24.6,3,2.9
2,675,14.2,1,1.8,7.3,2,2.8
1,91,16.8,0,0.8,24.8,3,7.8
3,85,12.8,2,6.0,9.7,2,4.3
1,512,15.6,10,8.0,5.4,2,3.0
3,215,13.0,1,2.4,4.2,2,1.8
4,399,10.7,1,2.7,4.7,2,3.4
4,323,10.2,0,0.9,19.1,2,4.1
3,561,11.6,0,0.0,6.3,2,1.8
3,448,15.8,0,0.8,23.1,3,5.1
4,114,17.9,0,0.6,26.0,3,5.3
4,331,0.5,1,1.9,3.6,2,2.2
3,481,11.7,0,1.1,24.7,3,10.9
2,449,10.8,0,1.0,26.1,3,9.2
3,5,3.1,21,20.8,5.2,2,2.8
1,278,10.4,4,3.6,5.6,2,0.6
1,615,16.6,0,2.1,25.3,3,6.5
4,473,16.2,0,1.1,4.4,2,0.5
1,356,11.7,0,0.7,3.8,2,1.2
3,334,13.2,12,11.1,16.2,2,2.5
1,642,8.6,0,0.9,24.3,3,7.0
4,110,23.0,1,5.7,9.0,2,2.4
2,360,22.3,0,2.4,1.3,2,2.1
2,18,7.8,0,0.6,22.6,3,5.8
4,77,14.3,9,7.2,24.8,3,5.3
1,258,21.3,0,1.4,25.0,3,17.1
4,200,6.2,5,6.5,21.1,2,4.1
1,527,1.8,0,0.7,23.0,3,4.4
4,440,11.0,0,1.7,27.1,3,5.6
1,64,10.7,0,0.9,20.1,2,9.1
1,49,18.0,1,1.4,4.1,2,7.5
1,386,11.8,0,0.9,25.8,3,3.2
1,636,14.2,0,1.1,17.5,2,6.4
4,538,24.0,1,0.8,0.4,2,3.8
2,369,17.6,0,1.4,23.1,3,3.6
4,310,11.9,2,5.1,7.7,2,2.4
2,351,10.0,5,7.6,3.2,2,5.1
1,640,6.3,2,3.2,5.9,2,2.6
4,444,13.6,0,0.8,17.5,2,7.4
2,706,10.3,0,4.1,1.3,2,0.9
4,515,13.2,0,0.8,3.2,2,1.8
2,639,11.7,3,3.1,4.9,2,1.0
4,688,4.1,1,1.5,24.9,3,6.4
1,418,14.0,11,9.8,11.7,2,1.9
1,327,11.2,15,13.4,26.7,3,3.3
2,276,4.9,2,3.2,6.1,2,1.7
3,365,19.2,3,3.9,1.7,2,7.1
3,568,19.1,4,4.3,24.7,3,4.9
3,149,13.4,0,1.0,19.4,2,4.2
1,386,1.0,0,0.0,19.7,2,6.1
2,501,9.0,2,3.2,9.4,2,3.1
2,548,21.0,0,2.6,17.5,2,4.1
2,538,9.5,0,0.7,22.5,3,4.2
3,292,15.4,0,0.6,25.3,3,5.1
4,291,13.7,2,2.3,8.8,2,3.1
3,361,5.5,3,1.3,14.4,2,5.0
1,314,17.9,2,1.6,10.5,2,2.6
3,133,10.3,1,1.3,19.6,2,4.0
1,544,13.7,0,1.0,17.0,2,6.8
1,78,10.1,7,6.2,4.2,2,5.0
1,78,13.0,0,0.7,24.6,3,4.6
1,108,12.3,0,2.3,17.2,2,3.5
4,198,12.7,13,11.2,3.6,2,1.4
4,183,13.0,0,1.4,25.3,3,2.2
1,704,9.2,3,4.5,9.7,2,2.2
3,562,20.2,4,4.6,1.2,2,4.0
5,203,24.0,0,1.1,1.7,2,2.6
1,529,13.5,0,1.0,22.2,3,4.2
2,223,24.0,0,0.8,2.1,2,2.0
6,75,6.4,3,4.8,9.1,2,3.3
4,524,9.7,0,0.7,25.0,3,3.8
2,380,18.0,5,4.2,3.5,2,1.2
2,433,14.1,4,3.6,10.6,2,5.0
4,466,10.6,0,1.9,18.0,2,5.1
2,487,18.1,0,0.9,24.2,3,4.7
4,575,11.2,9,4.7,18.7,2,1.7
1,281,3.7,2,4.2,24.2,3,2.9
2,272,15.0,0,0.7,24.5,3,5.9
2,131,24.0,0,0.2,2.4,2,2.1
2,534,14.8,0,0.8,26.1,3,6.8
4,643,20.2,4,4.3,25.2,3,3.5
2,534,16.4,2,3.6,6.7,2,1.9
2,632,14.3,0,0.8,23.2,3,9.8
2,429,14.4,0,0.7,0.3,2,6.8
1,280,24.0,0,0.1,1.4,2,2.8
2,638,18.6,0,1.2,23.5,3,7.9
3,591,9.5,0,1.1,25.5,3,6.6
2,373,14.3,2,1.9,14.3,2,3.4
1,210,19.2,0,1.1,24.4,3,15.1
4,37,9.8,2,7.1,9.3,2,1.8
1,142,1.4,8,7.3,25.0,3,8.9
3,45,3.6,0,0.8,23.8,3,16.8
1,85,15.8,2,3.1,6.4,2,2.9
4,599,5.8,2,2.3,5.7,2,0.2
4,88,20.0,0,0.7,3.6,2,3.0
2,280,16.5,0,0.8,21.8,2,5.6
1,526,11.1,0,1.0,24.4,3,2.7
1,295,3.6,0,0.8,24.4,3,5.2
3,417,13.2,8,8.5,12.1,2,4.1
2,354,20.2,0,0.8,4.1,2,6.7
4,361,20.1,1,1.8,3.9,2,3.7
4,479,14.0,0,1.0,20.7,2,11.6
4,181,6.7,0,0.9,20.4,2,7.9
4,655,13.6,11,9.1,12.5,2,1.0
4,317,6.7,0,0.6,23.5,3,5.0
3,175,3.3,9,7.5,24.2,3,4.5
2,146,20.9,1,1.4,7.6,2,0.5
3,41,11.7,1,1.2,10.7,2,3.9
4,229,13.7,5,3.1,4.0,2,1.5
1,444,13.6,3,5.3,7.8,2,5.4
3,596,24.0,0,1.0,0.6,2,2.1
1,35,4.7,0,1.0,26.6,3,6.0
2,573,22.0,0,0.6,2.3,2,6.8
4,199,11.7,0,1.4,25.6,3,8.2
1,613,19.0,0,1.9,25.7,3,2.2
2,264,10.3,0,1.0,24.2,3,3.0
3,12,3.4,1,1.4,24.9,3,4.5
1,404,10.9,1,2.0,8.6,2,1.7
1,179,10.5,0,0.6,3.1,2,2.4
3,591,11.7,0,0.6,22.3,3,2.8
3,632,19.5,5,3.9,17.0,2,4.7
3,113,2.3,2,2.8,26.3,3,2.5
3,458,17.0,0,0.7,9.7,2,3.7
2,243,19.4,5,5.1,26.6,3,4.0
2,533,11.9,0,1.0,23.0,2,6.1
1,200,15.7,2,3.0,10.4,2,6.4
3,636,12.1,3,4.4,4.1,2,2.1
2,300,13.2,1,1.7,5.0,2,4.0
4,121,4.0,3,3.3,4.0,2,0.3
3,39,15.1,9,9.0,1.7,2,1.6
2,344,18.0,6,5.9,4.7,2,1.1
2,165,5.0,0,1.6,24.5,3,6.4
1,394,10.0,1,3.8,1.2,2,1.0
3,175,24.0,0,1.0,3.7,2,2.2
4,330,6.6,0,0.8,20.4,2,7.6
2,706,10.4,0,5.1,17.4,2,5.7
1,558,9.4,0,0.3,3.2,2,2.3
2,667,16.0,7,6.8,3.0,2,7.0
3,391,8.1,1,2.9,5.1,2,4.5
3,570,0.9,1,1.7,2.0,2,3.5
3,283,21.5,5,3.3,24.9,3,5.9
1,375,10.5,0,1.1,24.5,3,12.2
3,30,21.4,2,2.7,4.2,2,2.9
1,32,21.2,7,2.8,16.7,2,3.4
1,320,10.7,0,0.6,4.7,2,2.3
1,430,23.1,1,1.7,24.1,3,3.2
4,633,19.4,0,0.9,22.6,3,4.4
2,179,12.0,3,3.5,16.1,2,4.6
3,353,15.0,2,3.2,17.3,2,2.7
2,399,19.2,0,0.9,25.2,3,3.9
4,394,24.0,0,0.9,5.7,2,3.2
4,624,5.6,0,0.1,5.3,2,1.7
2,345,18.1,8,7.2,19.2,2,5.1
1,341,18.6,0,0.7,25.7,3,5.6
4,652,13.8,0,0.8,3.7,2,4.9
4,708,12.2,1,2.5,11.6,2,4.2
2,336,11.8,1,0.9,24.1,3,4.5
1,352,13.9,0,0.8,20.4,2,11.8
4,344,14.3,0,0.8,23.0,3,5.4
4,353,9.0,1,2.8,7.6,2,2.9
2,667,12.2,0,0.9,25.7,3,5.6
4,290,14.0,0,1.2,24.1,3,4.8
3,485,7.7,2,4.2,12.3,2,2.8
4,105,1.1,6,6.5,14.1,2,1.9
2,283,7.2,0,0.9,25.6,3,7.7
4,535,1.8,0,1.2,20.8,2,5.0
3,176,13.2,0,1.0,20.9,2,5.8
2,190,18.5,0,0.7,22.9,3,3.7
1,337,6.3,4,5.6,17.3,2,3.7
1,549,5.9,3,4.5,18.3,2,2.8
2,372,11.2,1,1.2,9.1,2,3.7
1,556,10.2,0,1.3,20.5,2,4.6
4,587,5.6,3,3.2,8.0,2,1.5
3,464,7.4,0,1.4,1.5,2,0.4
1,30,15.0,0,0.8,22.6,3,4.0
1,584,13.8,7,4.8,16.0,2,7.2
2,154,20.2,0,0.8,2.4,2,1.9
4,357,17.1,0,0.7,23.4,3,5.7
3,167,6.4,2,2.2,7.3,2,1.5
4,619,7.4,0,0.8,25.4,3,10.5
2,202,14.3,5,3.9,17.0,2,3.7
2,494,11.7,2,2.9,6.7,2,1.8
4,99,6.0,0,0.9,24.6,3,4.0
3,612,18.0,0,0.8,19.6,2,7.1
1,557,14.8,0,0.8,24.3,3,5.1
1,457,7.4,4,4.7,4.2,2,1.9
2,68,0.3,1,2.2,20.8,2,3.1
4,452,13.3,0,1.1,26.1,3,6.4
3,655,11.5,0,0.8,24.4,3,5.9
1,614,10.0,0,0.8,23.8,3,7.6
1,396,18.2,0,0.8,10.6,2,3.0
1,667,13.5,0,1.9,17.2,2,4.2
4,233,12.3,6,7.8,7.0,2,6.0
3,698,19.0,3,3.4,26.0,3,5.2
2,95,11.4,0,0.8,3.0,2,0.8
1,310,10.8,4,4.4,16.1,2,2.5
1,368,20.7,4,4.4,4.1,2,7.4
1,349,11.9,3,6.4,11.0,2,1.9
4,216,21.8,0,0.0,18.0,2,2.8
2,672,11.0,0,1.5,24.8,3,5.7
3,100,9.2,0,1.0,24.6,3,7.5
2,615,4.0,3,4.0,10.8,2,7.2
2,291,19.3,2,3.3,0.5,2,3.9
1,253,4.6,0,0.0,1.5,2,0.7
3,654,13.5,0,1.0,14.8,2,5.2
1,324,10.2,2,5.1,7.1,2,1.3
1,468,24.0,0,0.0,2.9,2,0.5
1,387,17.3,0,1.3,4.0,2,2.2
4,60,9.2,0,1.0,25.2,3,3.3
4,334,2.7,0,0.8,17.4,2,4.1
4,658,24.0,0,0.0,2.8,2,0.5
3,509,13.4,2,2.6,7.3,2,3.3
2,363,7.6,0,1.0,20.9,2,4.3
1,160,10.7,0,0.9,24.5,3,12.3
3,414,12.0,2,2.1,6.1,2,3.7
1,627,14.1,1,1.6,21.4,2,7.9
3,48,11.0,0,1.0,22.4,3,3.3
2,447,8.1,0,1.2,1.1,2,0.3
1,171,13.6,7,5.3,5.3,2,1.3
2,487,8.4,3,6.0,12.7,2,1.8
4,533,16.0,7,6.2,14.9,2,3.3
2,198,24.0,0,0.0,0.6,2,3.2
4,122,12.9,0,0.8,20.8,2,6.5
1,164,16.0,1,1.3,15.2,2,2.0
1,124,13.3,0,0.5,2.2,2,2.5
1,506,16.0,0,0.6,3.2,2,2.1
1,140,12.7,2,4.3,3.4,2,2.1
3,494,19.1,0,1.4,22.6,3,23.6
2,714,17.9,0,0.6,23.2,3,5.1
4,151,12.8,0,1.4,6.1,2,2.7
1,345,24.0,0,0.0,2.3,2,0.1
4,595,15.4,0,0.9,18.5,2,2.1
4,334,18.5,1,1.6,4.0,2,2.1
4,605,7.0,0,1.0,23.1,3,7.8
2,208,5.3,0,0.7,25.0,3,7.9
2,481,17.7,6,5.4,8.2,2,0.6
1,446,5.3,1,1.0,2.5,2,2.1
2,339,3.0,1,2.1,8.9,2,2.0
4,521,8.6,3,3.4,6.0,2,1.4
2,253,16.6,0,3.4,12.8,2,3.2
4,416,9.6,2,2.4,23.4,2,6.5
4,462,13.8,0,0.4,2.3,2,2.5
3,638,14.8,0,0.5,1.2,2,3.6
4,564,11.7,0,1.0,22.1,3,4.7
1,165,19.0,0,1.0,22.3,3,14.6
3,442,11.5,13,10.7,6.3,2,2.5
4,672,8.7,5,5.9,10.2,2,3.0
1,708,13.2,0,1.1,3.3,2,2.2
2,300,15.2,0,1.0,15.7,2,2.6
4,196,14.3,0,1.3,3.0,2,1.0
2,258,17.8,5,5.8,3.9,2,2.9
2,699,22.7,0,0.9,24.7,3,4.4
3,132,18.8,5,4.1,15.8,2,4.2
3,154,20.1,0,1.3,25.6,3,10.5
3,604,21.6,1,1.9,6.7,2,2.2
3,305,9.9,3,5.4,7.6,2,3.0
4,215,15.9,8,8.6,25.1,3,4.5
1,229,14.8,9,8.7,6.4,2,2.3
2,34,16.1,0,0.8,18.5,2,11.6
3,304,0.4,0,3.0,27.5,3,1.2
4,320,11.8,3,4.7,4.1,2,1.7
1,17,5.5,0,0.8,21.4,2,5.4
2,278,23.1,0,1.3,3.8,2,2.2
1,79,14.0,13,10.4,0.8,2,0.6
1,292,15.3,1,2.3,24.6,3,8.2
1,366,24.0,0,0.4,1.2,2,3.0
1,674,8.2,2,7.9,17.8,2,3.4
3,191,5.8,0,0.2,14.8,2,3.2
1,645,8.9,0,3.1,16.9,2,3.6
3,342,12.7,2,3.2,8.0,2,2.3
4,434,3.8,0,0.7,24.0,3,2.6
2,402,24.0,0,0.6,7.5,2,2.7
1,211,16.1,1,1.4,4.0,2,3.2
4,24,20.3,0,0.6,25.2,3,3.9
1,652,5.8,3,5.9,8.5,2,2.0
3,328,8.3,2,3.2,1.7,2,3.2
3,668,13.5,2,2.3,8.6,2,1.3
3,698,2.4,0,2.1,25.0,3,8.4
3,63,14.2,0,1.0,24.3,3,4.1
1,53,14.4,9,10.0,17.8,2,4.2
3,359,12.5,1,1.4,12.4,2,2.7
1,319,6.3,0,4.5,4.9,2,1.5
3,51,20.9,0,0.7,4.2,2,2.5
1,538,16.5,0,0.8,24.7,3,4.8
3,144,20.6,0,1.0,9.6,2,4.1
4,260,18.7,0,1.1,24.8,3,4.5
2,400,6.9,0,0.8,25.8,3,6.1
2,532,3.3,1,1.5,4.4,2,4.1
4,231,10.0,0,0.8,10.0,2,4.4
1,523,9.7,17,14.3,17.4,2,7.0
3,468,8.2,2,2.2,8.6,2,3.2
2,547,17.4,0,0.0,2.9,2,2.1
2,93,4.9,0,1.2,15.0,2,6.3
2,373,16.0,0,0.8,24.1,3,8.2
2,119,10.0,0,0.8,24.8,3,5.7
4,131,5.5,17,18.2,7.3,2,4.4
3,392,10.6,0,0.7,16.7,2,6.5
1,583,2.1,1,1.9,22.5,3,4.4
1,55,15.4,11,8.0,6.8,2,1.5
4,498,2.9,1,1.0,8.6,2,2.8
3,698,12.5,0,1.0,21.2,2,4.6
4,169,12.7,0,0.6,22.4,3,3.9
2,75,9.6,5,5.4,2.7,2,2.3
2,391,7.0,9,9.0,19.2,2,2.4
1,328,12.4,2,2.0,5.6,2,3.6
4,512,12.9,0,0.7,7.6,2,2.2
3,99,20.3,4,4.2,3.9,2,2.2
2,641,15.8,0,0.1,18.5,2,7.4
3,112,4.3,1,2.2,17.4,2,6.6
2,438,6.4,0,1.9,16.2,2,4.0
4,535,5.9,0,0.8,23.9,3,7.8
1,624,16.1,2,6.1,18.9,2,6.5
2,516,14.8,3,3.9,2.0,2,0.0
2,117,10.7,11,12.6,19.6,2,4.8
3,346,2.2,4,3.8,3.0,2,1.2
1,641,9.1,0,3.4,16.6,2,4.0
4,102,12.3,9,8.0,17.0,2,8.6
4,478,13.4,1,1.8,20.8,2,5.2
2,245,17.3,3,2.4,16.2,2,5.1
1,667,17.1,0,0.6,1.5,2,2.7
2,506,9.5,2,2.0,21.0,2,3.1
1,30,14.2,0,0.9,20.2,3,2.1
3,430,15.8,3,3.1,18.6,2,5.2
4,572,20.4,2,1.8,3.6,2,4.8
4,339,14.8,0,2.2,0.9,2,1.9
2,686,5.8,7,7.6,3.9,2,3.7
3,414,2.5,4,5.3,1.5,2,1.6
2,659,2.0,5,3.4,7.7,2,3.0
2,345,20.0,4,4.0,2.5,2,1.0
2,137,12.0,3,4.5,6.2,2,3.9
3,34,11.9,0,0.8,27.1,3,5.2
4,319,24.0,1,0.7,3.6,2,3.7
3,321,10.4,0,0.7,9.4,2,2.6
2,434,7.0,1,1.8,7.3,2,2.3
1,518,17.3,0,0.8,25.0,3,4.4
3,393,17.0,9,8.2,18.3,2,3.8
1,231,11.2,0,1.2,2.5,2,1.0
4,136,4.0,1,2.2,22.3,2,4.1
2,680,20.7,0,0.8,4.4,2,2.1
3,424,18.2,0,0.9,23.9,3,8.6
2,197,2.0,0,0.9,19.0,2,5.0
4,696,0.5,0,0.7,25.9,3,3.7
3,513,8.5,3,4.7,4.4,2,1.1
1,279,23.6,0,0.9,2.5,2,4.5
1,375,20.5,1,1.0,11.1,2,2.0
2,301,10.2,0,0.7,22.2,3,6.2
1,648,14.4,1,2.8,4.2,2,4.4
4,457,22.0,1,1.4,4.5,2,14.1
1,161,9.3,0,0.7,2.4,2,2.6
2,90,23.7,0,0.8,8.0,2,3.2
1,517,24.0,0,2.4,3.0,2,2.8
3,502,10.3,0,1.0,22.9,3,8.4
3,543,12.7,0,0.8,23.3,3,5.0
1,26,23.0,1,1.2,23.5,2,4.5
3,35,23.9,0,1.5,4.0,2,2.3
1,138,13.9,0,0.6,1.7,2,4.1
4,91,7.6,0,2.0,0.7,2,0.1
2,622,8.5,1,4.3,8.0,2,3.0
2,365,18.0,2,2.8,15.1,2,4.9
2,385,17.1,1,1.3,14.2,2,6.1
2,176,12.2,2,1.8,11.9,2,3.2
1,87,9.6,0,0.6,25.7,3,4.4
2,119,14.6,0,0.4,2.9,2,2.2
4,537,10.0,0,1.0,20.3,2,6.9
3,711,13.8,0,0.7,21.0,2,3.6
2,138,19.5,0,0.7,24.4,3,6.0
1,223,9.8,2,2.7,5.5,2,2.1
3,711,14.5,0,0.8,12.6,2,2.4
1,349,18.6,5,5.5,6.0,2,3.2
1,596,4.2,0,0.8,24.7,3,9.4
1,631,14.6,0,1.8,24.0,3,4.4
1,63,4.5,0,0.8,21.0,2,6.4
3,8,5.0,17,17.0,10.9,2,3.3
3,529,24.0,0,0.1,4.5,2,3.9
4,433,8.8,1,2.3,5.6,2,3.0
1,696,24.0,0,0.1,2.8,2,1.6
1,63,18.0,0,0.7,26.0,3,5.6
2,331,16.1,7,7.1,9.9,2,2.2
1,55,3.9,3,3.3,10.1,2,3.3
1,191,18.0,3,5.5,24.7,3,4.5
3,507,19.4,6,4.9,1.6,2,2.5
1,647,2.1,4,5.0,26.5,3,4.8
4,617,16.0,11,10.3,21.7,2,5.8
3,129,11.9,0,0.4,0.6,2,0.0
2,309,6.7,2,4.3,6.6,2,3.1
2,7,4.4,0,0.1,20.2,3,4.1
1,665,14.2,8,7.6,8.9,2,4.4
2,517,12.3,0,1.0,23.1,3,21.7
2,162,6.7,3,4.3,3.2,2,1.7
1,220,10.4,2,2.9,4.8,2,0.5
4,688,8.6,4,3.5,6.1,2,2.8
2,433,4.1,2,3.0,3.6,2,2.4
2,410,18.7,0,0.6,3.3,2,1.7
3,289,10.2,3,1.6,17.8,2,4.4
1,140,6.1,0,0.9,20.9,2,8.5
3,119,23.9,0,1.1,6.0,2,0.7
1,105,6.5,0,2.0,14.4,2,5.2
3,219,12.4,1,5.2,1.5,2,3.1
1,703,7.1,1,2.4,8.2,2,2.2
2,285,9.0,7,5.0,18.7,2,1.4
1,302,20.3,0,0.8,2.3,2,11.6
3,701,4.7,4,5.1,18.0,2,3.7
2,552,2.9,0,0.3,25.6,3,6.0
3,150,15.0,0,0.9,22.3,3,15.6
3,389,14.7,0,0.7,22.6,3,4.6
2,74,9.3,6,4.6,16.2,2,3.7
3,500,9.7,0,0.9,12.3,2,6.3
3,652,23.3,2,2.2,3.4,2,5.4
3,130,5.7,0,1.1,17.6,2,4.7
3,165,12.9,1,4.2,8.5,2,2.3
4,276,10.5,1,1.6,13.7,2,3.1
4,669,11.4,5,3.5,25.5,3,4.4
4,551,7.0,2,7.7,13.1,2,4.1
3,539,7.6,0,2.2,1.3,2,1.8
1,600,24.0,0,0.6,1.4,2,3.0
1,89,7.7,1,1.6,17.0,2,3.7
1,109,18.0,0,1.9,0.8,2,2.3
1,626,16.2,0,1.0,8.8,2,2.4
4,505,9.8,0,0.8,24.9,3,5.3
4,608,19.6,6,5.0,9.0,2,4.1
1,238,0.8,0,0.8,25.0,3,5.1
3,707,11.5,4,4.6,18.3,2,3.9
3,366,9.5,3,4.6,2.8,2,1.2
3,661,17.4,2,2.6,3.3,2,2.2
1,119,6.7,3,4.5,2.9,2,2.2
2,267,7.0,0,0.9,24.4,3,7.5
3,401,13.1,0,0.2,2.0,2,0.0
4,60,22.0,0,0.9,24.9,3,5.3
1,673,13.0,0,1.4,21.5,2,4.3
4,393,19.7,3,3.4,1.0,2,2.4
2,104,16.0,11,5.9,3.4,2,3.4
1,83,15.7,0,0.8,20.8,2,4.0
2,589,15.2,0,1.5,6.7,2,1.3
3,443,4.4,0,1.0,14.6,2,3.9
4,597,14.4,0,0.8,4.4,2,2.6
3,64,5.1,1,1.6,4.1,2,4.1
3,257,14.0,0,0.8,23.6,3,8.3
1,674,6.2,0,1.0,22.7,3,4.4
4,45,22.0,1,2.2,23.0,3,3.3
2,361,14.8,0,1.1,6.7,2,1.7
2,609,10.9,0,0.9,17.2,2,5.0
1,545,16.1,0,0.8,21.2,2,5.7
2,70,10.9,4,4.6,15.4,2,4.7
1,169,9.2,1,1.9,2.4,2,3.7
4,439,8.6,0,1.8,5.2,2,1.2
4,711,15.0,1,1.2,4.3,2,3.1
1,195,12.1,3,3.0,2.1,2,1.9
2,193,17.5,1,1.2,2.2,2,2.5
1,312,16.6,0,1.6,1.5,2,3.6
4,494,22.2,1,2.6,4.5,2,1.9
3,374,1.4,0,0.9,20.0,2,2.6
3,475,9.4,10,7.4,6.1,2,1.7
4,394,9.5,0,1.0,22.8,3,6.4
1,101,16.8,0,1.1,25.1,3,7.5
4,258,8.1,0,0.8,23.0,3,5.9
1,468,11.9,2,2.2,3.4,2,1.4
4,121,6.5,18,16.8,11.3,2,2.6
3,104,21.3,0,0.8,20.8,3,3.1
1,608,17.5,0,0.9,23.9,3,4.9
1,360,16.6,5,5.4,23.9,2,6.3
2,357,14.6,1,3.0,24.7,3,6.2
3,52,4.2,6,6.0,16.9,2,4.1
2,382,12.7,0,1.2,24.0,3,5.9
4,45,10.0,0,0.8,22.7,3,5.7
1,81,12.9,1,1.3,16.2,2,2.7
2,410,15.9,0,0.8,23.4,3,4.5
2,402,10.5,14,13.1,17.1,2,0.9
2,683,13.5,0,0.7,25.2,3,6.4
3,527,23.3,0,1.2,7.7,2,2.3
1,290,12.8,0,0.8,23.8,3,6.8
2,414,5.7,4,5.8,16.0,2,4.7
2,115,20.0,1,1.5,5.6,2,1.8
2,54,18.8,1,1.1,7.0,2,1.1
1,304,14.1,0,1.0,16.1,2,11.7
3,361,17.1,1,3.5,14.2,2,4.6
1,372,20.4,0,1.4,22.4,3,10.6
4,620,19.5,0,0.8,4.1,2,2.1
1,26,16.3,0,0.9,24.0,3,4.5
1,55,20.0,0,0.6,4.9,2,4.1
4,434,12.3,2,2.8,23.3,3,6.4
1,629,5.1,7,8.2,19.4,2,3.8
1,485,10.0,6,5.5,5.5,2,4.5
2,535,11.0,3,2.7,19.7,2,11.1
3,575,5.9,3,5.0,15.7,2,3.6
2,392,3.8,3,4.4,11.5,2,3.4
2,151,8.5,0,0.8,19.3,2,5.8
2,294,16.0,0,0.7,24.7,3,5.5
3,577,19.8,4,3.8,14.0,2,4.0
2,160,13.5,2,3.9,6.6,2,2.2
3,104,19.1,7,5.8,22.6,2,4.6
3,189,5.7,1,1.6,5.0,2,3.8
4,436,11.0,0,0.9,22.6,2,6.2
4,641,12.8,2,1.7,17.7,2,4.0
2,209,10.2,1,2.1,21.4,2,7.6
3,210,11.4,2,1.8,9.4,2,3.6
4,524,15.2,7,6.3,4.1,2,4.0
1,282,21.9,5,3.1,11.8,2,2.0
1,600,10.3,0,0.8,20.0,2,3.2
1,252,14.9,9,9.4,3.9,2,1.6
1,45,4.2,1,2.7,14.9,2,1.8
2,582,22.9,0,1.8,1.2,2,1.8
3,270,6.9,0,1.3,23.1,3,3.5
3,234,19.9,0,1.1,4.1,2,5.7
1,572,15.7,0,1.0,6.4,2,2.3
4,283,16.0,1,1.6,17.8,2,6.6
2,645,8.4,2,3.8,6.7,2,2.4
1,534,18.6,2,1.9,6.7,2,4.3
2,132,10.2,0,1.2,25.9,3,4.9
3,294,10.8,16,13.8,16.7,2,4.0
3,178,10.8,0,0.9,15.1,2,4.2
4,426,22.8,2,2.5,8.1,2,3.3
1,191,7.4,0,0.8,25.6,3,6.0
2,497,17.5,5,6.0,8.2,2,0.0
4,400,3.7,4,6.9,10.2,2,2.6
1,207,6.2,2,4.3,5.4,2,2.5
3,552,13.9,0,2.8,10.2,2,1.7
1,374,3.6,7,4.7,16.2,2,1.9
